date,PM2.5,PM10,SO2,NO2,O3,CO
20200917,13.0,28.0,4.0,45.0,12.0,0.2
20200917,10.0,20.0,4.0,36.0,19.0,0.2
20200917,9.0,24.0,4.0,34.0,21.0,0.2
20200917,8.0,20.0,4.0,32.0,22.0,0.2
20200917,10.0,22.0,5.0,44.0,9.0,0.2
20200917,15.0,27.0,7.0,46.0,8.0,0.2
20200917,18.0,29.0,5.0,44.0,9.0,0.3
20200917,12.0,32.0,6.0,32.0,24.0,0.3
20200917,12.0,28.0,6.0,22.0,37.0,0.3
20200917,8.0,21.0,7.0,19.0,47.0,0.2
20200917,7.0,20.0,5.0,14.0,58.0,0.2
20200917,12.0,15.0,4.0,9.0,70.0,0.2
20200917,9.0,13.0,4.0,9.0,76.0,0.2
20200917,7.0,10.0,4.0,7.0,82.0,0.1
20200917,6.0,7.0,4.0,7.0,82.0,0.1
20200917,6.0,11.0,4.0,10.0,86.0,0.1
20200917,4.0,12.0,4.0,14.0,90.0,0.2
20200917,10.0,14.0,4.0,28.0,71.0,0.2
20200917,15.0,25.0,5.0,59.0,35.0,0.3
20200917,16.0,33.0,5.0,82.0,7.0,0.4
20200917,17.0,43.0,5.0,82.0,5.0,0.4
20200917,14.0,44.0,5.0,78.0,5.0,0.5
20200917,13.0,46.0,5.0,72.0,4.0,0.4
20200918,16.0,39.0,5.0,63.0,4.0,0.3
20200918,12.0,38.0,5.0,61.0,4.0,0.3
20200918,8.0,31.0,5.0,60.0,4.0,0.3
20200918,12.0,28.0,5.0,59.0,4.0,0.3
20200918,10.0,35.0,5.0,57.0,4.0,0.3
20200918,17.0,36.0,5.0,55.0,5.0,0.3
20200918,21.0,39.0,5.0,54.0,5.0,0.3
20200918,25.0,43.0,5.0,53.0,7.0,0.5
20200918,27.0,50.0,8.0,58.0,10.0,0.7
20200918,23.0,75.0,15.0,63.0,11.0,0.6
20200918,22.0,60.0,21.0,57.0,27.0,1.3
20200918,19.0,53.0,16.0,53.0,34.0,1.5
20200918,12.0,40.0,8.0,28.0,54.0,0.8
20200918,8.0,29.0,6.0,13.0,70.0,0.4
20200918,5.0,16.0,6.0,12.0,76.0,0.3
20200918,7.0,15.0,6.0,12.0,82.0,0.3
20200918,7.0,13.0,7.0,15.0,85.0,0.3
20200918,9.0,11.0,3.0,13.0,73.0,0.1
20200918,6.0,15.0,3.0,27.0,53.0,0.2
20200918,7.0,32.0,5.0,65.0,15.0,0.4
20200918,13.0,48.0,5.0,75.0,5.0,0.6
20200918,8.0,50.0,5.0,72.0,5.0,0.6
20200918,19.0,47.0,5.0,68.0,5.0,0.6
20200918,21.0,45.0,5.0,66.0,5.0,0.7
20200919,14.0,54.0,5.0,68.0,5.0,0.6
20200919,16.0,48.0,5.0,67.0,5.0,0.6
20200919,19.0,38.0,5.0,63.0,5.0,0.5
20200919,19.0,36.0,5.0,60.0,6.0,0.5
20200919,18.0,42.0,5.0,61.0,5.0,0.4
20200919,16.0,45.0,5.0,64.0,6.0,0.4
20200919,16.0,35.0,5.0,63.0,5.0,0.4
20200919,20.0,41.0,5.0,60.0,10.0,0.5
20200919,24.0,48.0,8.0,71.0,18.0,0.6
20200919,29.0,57.0,8.0,82.0,26.0,0.6
20200919,18.0,49.0,8.0,51.0,68.0,0.4
20200919,18.0,36.0,8.0,30.0,103.0,0.3
20200919,13.0,20.0,8.0,20.0,125.0,0.4
20200919,12.0,14.0,6.0,15.0,137.0,0.3
20200919,9.0,20.0,6.0,16.0,144.0,0.3
20200919,15.0,18.0,6.0,22.0,147.0,0.3
20200919,18.0,19.0,6.0,22.0,169.0,0.3
20200919,20.0,22.0,6.0,24.0,183.0,0.4
20200919,24.0,37.0,8.0,35.0,172.0,0.5
20200919,34.0,74.0,16.0,63.0,125.0,1.0
20200919,43.0,90.0,15.0,62.0,129.0,1.1
20200919,50.0,86.0,15.0,74.0,95.0,1.3
20200919,56.0,100.0,12.0,93.0,49.0,1.5
20200919,54.0,94.0,11.0,109.0,33.0,1.6
20200920,57.0,109.0,11.0,122.0,18.0,1.7
20200920,72.0,151.0,24.0,112.0,36.0,1.7
20200920,67.0,163.0,35.0,112.0,17.0,2.7
20200920,51.0,81.0,35.0,72.0,26.0,2.9
20200920,37.0,70.0,26.0,58.0,23.0,2.5
20200920,30.0,64.0,33.0,56.0,18.0,2.5
20200920,26.0,50.0,23.0,53.0,20.0,1.9
20200920,32.0,51.0,23.0,48.0,25.0,1.7
20200920,21.0,52.0,23.0,46.0,31.0,1.8
20200920,21.0,51.0,26.0,42.0,40.0,2.0
20200920,20.0,46.0,21.0,33.0,54.0,1.6
20200920,12.0,32.0,16.0,23.0,70.0,0.9
20200920,10.0,29.0,19.0,25.0,80.0,1.1
20200920,8.0,29.0,14.0,20.0,84.0,0.9
20200920,5.0,29.0,9.0,17.0,93.0,0.6
20200920,5.0,27.0,14.0,19.0,100.0,0.7
20200920,6.0,36.0,14.0,21.0,101.0,0.7
20200920,12.0,32.0,13.0,23.0,107.0,0.6
20200920,16.0,37.0,7.0,20.0,107.0,0.4
20200920,20.0,41.0,5.0,21.0,86.0,0.3
20200920,23.0,32.0,5.0,27.0,71.0,0.2
20200920,23.0,26.0,8.0,36.0,55.0,0.3
20200920,16.0,24.0,11.0,43.0,43.0,0.4
20200920,13.0,24.0,9.0,38.0,47.0,0.4
20200921,11.0,23.0,12.0,46.0,38.0,0.9
20200921,11.0,31.0,14.0,54.0,28.0,1.0
20200921,17.0,45.0,15.0,65.0,16.0,0.8
20200921,22.0,57.0,12.0,75.0,5.0,0.7
20200921,23.0,83.0,15.0,71.0,4.0,1.1
20200921,28.0,85.0,16.0,70.0,4.0,1.3
20200921,26.0,65.0,20.0,72.0,4.0,1.6
20200921,29.0,72.0,24.0,74.0,6.0,1.8
20200921,23.0,73.0,25.0,77.0,9.0,1.9
20200921,26.0,73.0,27.0,68.0,26.0,1.8
20200921,20.0,46.0,17.0,47.0,48.0,0.9
20200921,14.0,33.0,10.0,22.0,76.0,0.4
20200921,10.0,24.0,10.0,15.0,98.0,0.5
20200921,8.0,18.0,8.0,12.0,112.0,0.4
20200921,10.0,17.0,8.0,14.0,126.0,0.5
20200921,13.0,21.0,8.0,15.0,131.0,0.5
20200921,11.0,27.0,10.0,17.0,132.0,0.6
20200921,8.0,29.0,10.0,17.0,137.0,0.5
20200921,15.0,33.0,10.0,22.0,123.0,0.5
20200921,16.0,33.0,8.0,27.0,101.0,0.4
20200921,17.0,32.0,5.0,34.0,83.0,0.3
20200921,20.0,34.0,7.0,43.0,68.0,0.5
20200921,17.0,37.0,13.0,51.0,58.0,0.8
20200921,19.0,43.0,14.0,57.0,48.0,1.0
20200922,22.0,55.0,8.0,66.0,28.0,0.7
20200922,27.0,80.0,10.0,62.0,32.0,0.6
20200922,32.0,75.0,24.0,84.0,16.0,1.3
20200922,33.0,100.0,36.0,92.0,11.0,2.7
20200922,38.0,77.0,26.0,84.0,14.0,2.5
20200922,35.0,99.0,25.0,85.0,8.0,2.0
20200922,44.0,93.0,42.0,88.0,6.0,2.7
20200922,46.0,116.0,60.0,91.0,7.0,4.1
20200922,52.0,125.0,59.0,89.0,13.0,4.0
20200922,56.0,104.0,56.0,79.0,21.0,3.7
20200922,58.0,134.0,73.0,72.0,44.0,5.0
20200922,55.0,97.0,53.0,59.0,68.0,4.4
20200922,46.0,93.0,33.0,40.0,86.0,2.2
20200922,35.0,76.0,16.0,29.0,101.0,1.2
20200922,34.0,53.0,16.0,26.0,110.0,1.1
20200922,26.0,56.0,17.0,26.0,119.0,1.2
20200922,32.0,81.0,24.0,29.0,133.0,1.5
20200922,40.0,71.0,24.0,30.0,139.0,1.4
20200922,33.0,71.0,9.0,29.0,106.0,0.6
20200922,20.0,55.0,8.0,28.0,92.0,0.4
20200922,21.0,53.0,8.0,28.0,82.0,0.4
20200922,17.0,54.0,9.0,32.0,72.0,0.4
20200922,22.0,55.0,11.0,40.0,59.0,0.6
20200922,32.0,85.0,16.0,49.0,44.0,1.6
20200923,28.0,74.0,15.0,52.0,36.0,1.5
20200923,28.0,60.0,37.0,74.0,10.0,2.4
20200923,27.0,57.0,40.0,65.0,16.0,2.6
20200923,23.0,62.0,24.0,56.0,22.0,1.5
20200923,29.0,57.0,24.0,53.0,22.0,1.3
20200923,25.0,52.0,25.0,57.0,14.0,1.6
20200923,22.0,53.0,43.0,67.0,8.0,2.7
20200923,30.0,60.0,50.0,71.0,6.0,3.3
20200923,31.0,64.0,54.0,66.0,14.0,3.0
20200923,25.0,57.0,50.0,55.0,32.0,2.7
20200923,22.0,57.0,32.0,39.0,71.0,1.9
20200923,19.0,51.0,15.0,25.0,92.0,0.8
20200923,28.0,71.0,,,51.0,1.6
20200923,25.0,16.0,7.0,29.0,,
20200923,17.0,13.0,5.0,27.0,102.0,0.5
20200923,25.0,13.0,6.0,,98.0,0.5
20200923,19.0,10.0,5.0,,83.0,0.6
20200923,,,5.0,,69.0,0.7
20200923,,,6.0,72.0,42.0,0.8
20200923,11.0,24.0,5.0,79.0,20.0,0.9
20200923,12.0,25.0,5.0,77.0,20.0,1.0
20200923,15.0,29.0,5.0,47.0,55.0,0.7
20200923,19.0,19.0,7.0,34.0,72.0,1.0
20200923,26.0,13.0,6.0,26.0,78.0,0.9
20200924,20.0,12.0,5.0,18.0,86.0,0.6
20200924,17.0,16.0,6.0,16.0,84.0,0.6
20200924,25.0,28.0,6.0,17.0,73.0,0.8
20200924,27.0,28.0,6.0,18.0,62.0,0.8
20200924,33.0,33.0,6.0,18.0,63.0,0.8
20200924,37.0,39.0,6.0,20.0,62.0,0.8
20200924,32.0,46.0,6.0,29.0,38.0,1.0
20200924,38.0,52.0,8.0,46.0,18.0,1.5
20200924,34.0,74.0,12.0,50.0,24.0,1.5
20200924,37.0,51.0,14.0,41.0,48.0,1.8
20200924,36.0,51.0,13.0,31.0,82.0,1.5
20200924,71.0,81.0,17.0,60.0,60.0,2.1
20200924,39.0,68.0,18.0,44.0,92.0,2.1
20200924,43.0,66.0,13.0,31.0,118.0,1.6
20200924,46.0,79.0,15.0,39.0,94.0,2.0
20200924,70.0,74.0,11.0,38.0,97.0,1.9
20200924,41.0,53.0,8.0,37.0,99.0,1.6
20200924,37.0,46.0,7.0,27.0,109.0,1.4
20200924,30.0,39.0,6.0,28.0,114.0,1.2
20200924,37.0,37.0,6.0,34.0,91.0,1.2
20200924,49.0,44.0,5.0,57.0,57.0,1.3
20200924,51.0,72.0,6.0,60.0,42.0,1.3
20200924,53.0,68.0,6.0,60.0,30.0,1.5
20200924,58.0,68.0,7.0,55.0,27.0,1.7
20200925,59.0,81.0,8.0,59.0,13.0,1.9
20200925,58.0,81.0,9.0,63.0,7.0,2.1
20200925,63.0,95.0,10.0,66.0,4.0,2.3
20200925,56.0,86.0,12.0,65.0,4.0,2.3
20200925,60.0,80.0,12.0,63.0,5.0,2.3
20200925,60.0,85.0,13.0,63.0,5.0,2.5
20200925,50.0,81.0,11.0,52.0,6.0,2.6
20200925,40.0,70.0,11.0,49.0,6.0,2.7
20200925,44.0,80.0,14.0,56.0,6.0,2.9
20200925,49.0,89.0,31.0,68.0,19.0,3.0
20200925,74.0,85.0,50.0,56.0,62.0,3.9
20200925,60.0,84.0,33.0,36.0,103.0,2.6
20200925,60.0,82.0,25.0,37.0,109.0,2.4
20200925,63.0,102.0,21.0,32.0,132.0,2.5
20200925,62.0,99.0,17.0,30.0,146.0,2.4
20200925,76.0,98.0,17.0,33.0,144.0,2.4
20200925,77.0,83.0,20.0,38.0,154.0,2.5
20200925,81.0,96.0,23.0,38.0,153.0,2.6
20200925,86.0,123.0,26.0,41.0,148.0,3.1
20200925,93.0,153.0,24.0,57.0,108.0,3.2
20200925,101.0,136.0,17.0,58.0,93.0,2.2
20200925,103.0,145.0,16.0,91.0,48.0,2.1
20200925,85.0,132.0,16.0,50.0,86.0,1.8
20200925,84.0,140.0,13.0,65.0,45.0,1.7
20200926,97.0,136.0,12.0,78.0,26.0,1.6
20200926,100.0,160.0,13.0,57.0,34.0,1.7
20200926,126.0,152.0,12.0,49.0,29.0,1.5
20200926,98.0,133.0,10.0,46.0,25.0,1.3
20200926,109.0,141.0,8.0,40.0,23.0,1.3
20200926,110.0,128.0,8.0,40.0,21.0,1.4
20200926,85.0,123.0,9.0,38.0,28.0,1.5
20200926,84.0,130.0,10.0,50.0,16.0,1.7
20200926,116.0,172.0,20.0,58.0,28.0,1.7
20200926,101.0,97.0,23.0,42.0,74.0,1.5
20200926,89.0,95.0,20.0,54.0,98.0,1.4
20200926,64.0,71.0,16.0,30.0,148.0,1.1
20200926,63.0,80.0,15.0,20.0,170.0,1.3
20200926,53.0,77.0,12.0,17.0,176.0,1.1
20200926,46.0,62.0,10.0,16.0,179.0,0.9
20200926,42.0,58.0,10.0,16.0,176.0,0.9
20200926,39.0,59.0,10.0,18.0,179.0,0.9
20200926,97.0,61.0,10.0,21.0,175.0,1.0
20200926,52.0,69.0,12.0,32.0,159.0,1.3
20200926,60.0,120.0,14.0,48.0,140.0,1.6
20200926,85.0,117.0,12.0,52.0,119.0,1.2
20200926,100.0,113.0,11.0,49.0,105.0,1.1
20200926,98.0,108.0,10.0,42.0,100.0,0.9
20200926,,,,,,
20200927,,,,,,
20200927,,,,,,
20200927,53.0,58.0,6.0,54.0,10.0,0.7
20200927,58.0,84.0,6.0,58.0,4.0,1.2
20200927,59.0,101.0,7.0,59.0,10.0,1.4
20200927,58.0,87.0,22.0,58.0,18.0,1.2
20200927,58.0,81.0,10.0,54.0,42.0,0.7
20200927,,,13.0,43.0,77.0,0.6
20200927,43.0,45.0,14.0,26.0,105.0,0.5
20200927,32.0,42.0,12.0,24.0,128.0,0.4
20200927,31.0,40.0,10.0,16.0,152.0,0.4
20200927,32.0,35.0,8.0,16.0,157.0,0.4
20200927,25.0,40.0,8.0,19.0,163.0,0.4
20200927,24.0,39.0,8.0,23.0,164.0,0.5
20200927,22.0,42.0,10.0,29.0,170.0,0.7
20200927,21.0,48.0,11.0,32.0,156.0,0.9
20200927,33.0,56.0,12.0,37.0,142.0,0.9
20200927,36.0,54.0,11.0,37.0,119.0,0.7
20200927,36.0,58.0,15.0,37.0,100.0,0.6
20200927,37.0,56.0,12.0,38.0,82.0,0.6
20200927,45.0,57.0,12.0,49.0,54.0,0.6
20200928,44.0,52.0,11.0,46.0,46.0,0.5
20200928,39.0,53.0,9.0,39.0,48.0,0.5
20200928,42.0,71.0,10.0,38.0,50.0,0.5
20200928,48.0,69.0,8.0,47.0,24.0,0.6
20200928,56.0,84.0,11.0,76.0,4.0,1.0
20200928,60.0,98.0,13.0,73.0,4.0,0.9
20200928,57.0,105.0,15.0,71.0,4.0,0.9
20200928,60.0,117.0,14.0,72.0,6.0,1.3
20200928,63.0,112.0,23.0,81.0,9.0,2.0
20200928,61.0,95.0,21.0,72.0,34.0,1.7
20200928,60.0,71.0,16.0,51.0,76.0,1.0
20200928,52.0,74.0,13.0,46.0,106.0,0.8
20200928,47.0,85.0,11.0,41.0,124.0,0.8
20200928,44.0,61.0,9.0,26.0,157.0,0.6
20200928,47.0,106.0,8.0,20.0,181.0,0.6
20200928,43.0,102.0,8.0,23.0,184.0,0.6
20200928,48.0,102.0,7.0,26.0,192.0,0.6
20200928,49.0,97.0,8.0,35.0,181.0,0.6
20200928,52.0,108.0,10.0,42.0,176.0,0.7
20200928,70.0,121.0,11.0,49.0,143.0,0.9
20200928,70.0,141.0,14.0,46.0,140.0,1.1
20200928,83.0,154.0,15.0,41.0,137.0,1.2
20200928,104.0,162.0,12.0,44.0,107.0,1.3
20200928,103.0,129.0,14.0,42.0,115.0,1.1
20200929,104.0,124.0,14.0,44.0,100.0,1.1
20200929,98.0,120.0,12.0,38.0,106.0,1.1
20200929,82.0,108.0,11.0,39.0,98.0,1.1
20200929,84.0,137.0,10.0,46.0,73.0,1.1
20200929,52.0,118.0,18.0,51.0,34.0,1.6
20200929,53.0,94.0,11.0,19.0,43.0,1.1
20200929,41.0,38.0,10.0,16.0,47.0,1.1
20200929,35.0,37.0,10.0,24.0,36.0,1.2
20200929,29.0,33.0,8.0,28.0,30.0,1.0
20200929,23.0,24.0,10.0,26.0,35.0,1.0
20200929,21.0,15.0,8.0,22.0,39.0,0.6
20200929,20.0,18.0,11.0,31.0,28.0,1.1
20200929,15.0,11.0,8.0,26.0,34.0,0.7
20200929,11.0,8.0,9.0,21.0,43.0,0.6
20200929,17.0,13.0,11.0,18.0,53.0,0.7
20200929,15.0,13.0,8.0,17.0,60.0,0.5
20200929,16.0,14.0,7.0,19.0,59.0,0.5
20200929,13.0,11.0,7.0,25.0,51.0,0.4
20200929,14.0,7.0,7.0,22.0,54.0,0.5
20200929,19.0,20.0,7.0,36.0,38.0,0.5
20200929,23.0,36.0,6.0,54.0,17.0,0.8
20200929,18.0,39.0,7.0,61.0,5.0,0.9
20200929,22.0,54.0,10.0,57.0,5.0,1.0
20200929,22.0,54.0,14.0,55.0,4.0,0.8
20200930,20.0,42.0,18.0,52.0,5.0,0.5
20200930,21.0,46.0,14.0,51.0,5.0,0.5
20200930,22.0,48.0,13.0,48.0,4.0,0.7
20200930,24.0,51.0,12.0,45.0,4.0,0.8
20200930,23.0,75.0,11.0,44.0,4.0,0.8
20200930,33.0,64.0,10.0,39.0,4.0,0.7
20200930,30.0,56.0,9.0,39.0,4.0,0.6
20200930,32.0,54.0,12.0,42.0,7.0,0.9
20200930,31.0,75.0,20.0,46.0,7.0,1.4
20200930,22.0,38.0,23.0,43.0,17.0,1.4
20200930,19.0,31.0,16.0,31.0,40.0,1.5
20200930,22.0,20.0,11.0,20.0,61.0,0.7
20200930,21.0,20.0,9.0,21.0,66.0,0.6
20200930,23.0,18.0,8.0,17.0,76.0,0.4
20200930,21.0,13.0,9.0,19.0,81.0,0.5
20200930,19.0,16.0,8.0,14.0,97.0,0.4
20200930,20.0,21.0,8.0,15.0,99.0,0.4
20200930,18.0,29.0,11.0,26.0,84.0,0.7
20200930,22.0,36.0,11.0,40.0,66.0,0.9
20200930,26.0,33.0,14.0,40.0,67.0,0.9
20200930,29.0,33.0,10.0,46.0,55.0,0.7
20200930,28.0,36.0,9.0,52.0,42.0,0.6
20200930,31.0,37.0,9.0,55.0,35.0,0.6
20200930,32.0,38.0,13.0,58.0,28.0,0.6
20201001,26.0,36.0,12.0,43.0,44.0,0.5
20201001,24.0,35.0,13.0,47.0,39.0,0.5
20201001,27.0,27.0,9.0,37.0,53.0,0.5
20201001,22.0,25.0,9.0,28.0,59.0,0.4
20201001,21.0,28.0,9.0,39.0,45.0,0.4
20201001,15.0,32.0,8.0,38.0,39.0,0.4
20201001,13.0,34.0,7.0,38.0,31.0,0.4
20201001,25.0,37.0,7.0,49.0,15.0,0.5
20201001,33.0,34.0,6.0,60.0,8.0,0.6
20201001,31.0,35.0,6.0,49.0,25.0,0.7
20201001,28.0,34.0,6.0,50.0,25.0,0.8
20201001,25.0,31.0,6.0,47.0,32.0,0.9
20201001,23.0,31.0,6.0,47.0,40.0,0.9
20201001,20.0,38.0,8.0,34.0,75.0,0.9
20201001,34.0,35.0,,28.0,94.0,0.9
20201001,35.0,44.0,,32.0,75.0,0.9
20201001,43.0,48.0,11.0,,,0.8
20201001,,,9.0,39.0,57.0,
20201001,40.0,57.0,7.0,38.0,61.0,0.8
20201001,49.0,56.0,6.0,37.0,57.0,0.9
20201001,48.0,55.0,5.0,33.0,58.0,0.9
20201001,55.0,59.0,5.0,26.0,65.0,0.8
20201001,50.0,62.0,5.0,26.0,57.0,0.8
20201001,49.0,74.0,5.0,27.0,54.0,0.8
20201002,53.0,84.0,5.0,55.0,21.0,0.8
20201002,60.0,77.0,5.0,44.0,35.0,0.8
20201002,56.0,79.0,5.0,28.0,40.0,0.7
20201002,61.0,79.0,5.0,28.0,31.0,0.7
20201002,59.0,48.0,5.0,30.0,20.0,0.6
20201002,54.0,52.0,6.0,28.0,23.0,0.5
20201002,41.0,42.0,6.0,26.0,27.0,0.3
20201002,31.0,43.0,7.0,30.0,25.0,0.3
20201002,26.0,36.0,10.0,27.0,29.0,0.3
20201002,18.0,36.0,10.0,22.0,34.0,0.3
20201002,18.0,33.0,8.0,16.0,43.0,0.3
20201002,17.0,23.0,6.0,11.0,52.0,0.2
20201002,15.0,14.0,6.0,8.0,60.0,0.2
20201002,11.0,10.0,6.0,6.0,64.0,0.2
20201002,12.0,11.0,5.0,6.0,68.0,0.2
20201002,9.0,13.0,5.0,7.0,70.0,0.2
20201002,13.0,15.0,5.0,8.0,71.0,0.2
20201002,10.0,9.0,5.0,11.0,62.0,0.2
20201002,16.0,14.0,5.0,22.0,48.0,0.2
20201002,22.0,27.0,5.0,52.0,14.0,0.3
20201002,22.0,40.0,5.0,60.0,5.0,0.4
20201002,24.0,37.0,5.0,59.0,5.0,0.4
20201002,20.0,43.0,5.0,57.0,5.0,0.5
20201002,20.0,48.0,5.0,57.0,5.0,0.5
20201003,20.0,40.0,5.0,54.0,6.0,0.4
20201003,16.0,36.0,5.0,49.0,9.0,0.3
20201003,19.0,38.0,5.0,55.0,4.0,0.3
20201003,18.0,42.0,6.0,54.0,5.0,0.4
20201003,20.0,44.0,6.0,51.0,4.0,0.4
20201003,17.0,39.0,6.0,52.0,4.0,0.4
20201003,20.0,46.0,6.0,50.0,5.0,0.4
20201003,21.0,46.0,9.0,49.0,5.0,0.5
20201003,30.0,54.0,9.0,52.0,8.0,0.6
20201003,36.0,71.0,12.0,58.0,13.0,0.7
20201003,35.0,75.0,34.0,60.0,22.0,1.9
20201003,26.0,34.0,22.0,43.0,36.0,1.1
20201003,19.0,27.0,11.0,27.0,61.0,0.8
20201003,18.0,20.0,7.0,16.0,78.0,0.3
20201003,16.0,20.0,7.0,14.0,88.0,0.3
20201003,16.0,22.0,7.0,18.0,89.0,0.3
20201003,20.0,30.0,8.0,28.0,98.0,0.6
20201003,23.0,38.0,8.0,30.0,89.0,0.4
20201003,25.0,45.0,10.0,39.0,81.0,0.3
20201003,32.0,48.0,9.0,50.0,60.0,0.5
20201003,34.0,42.0,11.0,48.0,62.0,0.5
20201003,27.0,42.0,10.0,54.0,42.0,0.6
20201003,22.0,44.0,14.0,84.0,13.0,1.1
20201003,26.0,44.0,12.0,74.0,16.0,0.9
20201004,38.0,78.0,10.0,65.0,20.0,0.5
20201004,28.0,52.0,6.0,21.0,47.0,0.3
20201004,27.0,42.0,5.0,20.0,38.0,0.2
20201004,25.0,32.0,6.0,22.0,38.0,0.3
20201004,19.0,33.0,6.0,16.0,46.0,0.4
20201004,17.0,28.0,6.0,14.0,46.0,0.3
20201004,15.0,25.0,8.0,27.0,29.0,0.2
20201004,,,,,,
20201004,15.0,26.0,6.0,31.0,26.0,0.2
20201004,11.0,30.0,5.0,18.0,41.0,0.2
20201004,8.0,17.0,5.0,10.0,51.0,0.2
20201004,8.0,17.0,4.0,6.0,57.0,0.2
20201004,11.0,19.0,4.0,5.0,60.0,0.2
20201004,13.0,14.0,4.0,5.0,61.0,0.2
20201004,11.0,10.0,4.0,6.0,62.0,0.2
20201004,13.0,13.0,4.0,6.0,62.0,0.2
20201004,17.0,16.0,4.0,7.0,61.0,0.2
20201004,16.0,21.0,4.0,11.0,54.0,0.2
20201004,18.0,22.0,3.0,18.0,43.0,0.2
20201004,19.0,33.0,5.0,33.0,25.0,0.3
20201004,27.0,39.0,7.0,47.0,10.0,0.4
20201004,32.0,42.0,12.0,50.0,8.0,0.7
20201004,30.0,41.0,10.0,45.0,10.0,0.6
20201004,28.0,39.0,11.0,45.0,8.0,0.4
20201005,20.0,26.0,5.0,43.0,8.0,0.3
20201005,13.0,18.0,7.0,30.0,24.0,0.2
20201005,15.0,20.0,11.0,34.0,19.0,0.3
20201005,12.0,25.0,11.0,33.0,18.0,0.2
20201005,15.0,27.0,7.0,36.0,11.0,0.2
20201005,13.0,29.0,6.0,37.0,9.0,0.2
20201005,20.0,26.0,8.0,39.0,5.0,0.3
20201005,21.0,31.0,16.0,39.0,8.0,0.4
20201005,,,,,,
20201005,,,,,,
20201005,15.0,27.0,7.0,23.0,34.0,0.3
20201005,11.0,15.0,5.0,11.0,52.0,0.2
20201005,,14.0,5.0,12.0,55.0,0.3
20201005,15.0,10.0,5.0,9.0,61.0,0.3
20201005,16.0,8.0,5.0,9.0,65.0,0.2
20201005,10.0,10.0,4.0,8.0,71.0,0.2
20201005,10.0,21.0,5.0,11.0,68.0,0.2
20201005,11.0,22.0,4.0,13.0,68.0,0.2
20201005,11.0,27.0,4.0,31.0,45.0,0.2
20201005,17.0,29.0,5.0,67.0,7.0,0.5
20201005,27.0,45.0,6.0,69.0,5.0,0.6
20201005,22.0,46.0,5.0,68.0,6.0,0.5
20201005,26.0,43.0,5.0,64.0,6.0,0.5
20201005,22.0,39.0,5.0,64.0,6.0,0.6
20201006,20.0,34.0,8.0,67.0,5.0,0.5
20201006,18.0,30.0,8.0,68.0,4.0,0.4
20201006,26.0,30.0,8.0,61.0,5.0,0.5
20201006,29.0,38.0,8.0,59.0,5.0,0.5
20201006,38.0,41.0,8.0,62.0,5.0,0.5
20201006,35.0,41.0,7.0,61.0,4.0,0.4
20201006,29.0,50.0,6.0,65.0,5.0,0.4
20201006,40.0,58.0,8.0,65.0,5.0,0.7
20201006,45.0,81.0,10.0,68.0,7.0,1.0
20201006,34.0,66.0,13.0,68.0,13.0,0.6
20201006,39.0,71.0,14.0,72.0,20.0,0.6
20201006,41.0,75.0,13.0,56.0,42.0,0.6
20201006,33.0,63.0,19.0,47.0,59.0,0.8
20201006,28.0,65.0,16.0,35.0,76.0,0.7
20201006,37.0,66.0,13.0,30.0,87.0,0.6
20201006,42.0,65.0,12.0,32.0,91.0,0.5
20201006,44.0,62.0,11.0,38.0,92.0,0.5
20201006,47.0,65.0,11.0,44.0,89.0,0.6
20201006,42.0,66.0,9.0,64.0,62.0,0.5
20201006,45.0,80.0,8.0,66.0,55.0,0.5
20201006,45.0,69.0,7.0,51.0,67.0,0.4
20201006,47.0,72.0,7.0,63.0,49.0,0.4
20201006,37.0,50.0,6.0,76.0,24.0,0.6
20201006,39.0,57.0,11.0,96.0,11.0,0.7
20201007,41.0,84.0,18.0,102.0,5.0,0.7
20201007,41.0,80.0,16.0,96.0,4.0,0.8
20201007,49.0,83.0,13.0,92.0,4.0,0.8
20201007,45.0,93.0,13.0,88.0,4.0,0.8
20201007,46.0,91.0,9.0,80.0,5.0,0.7
20201007,50.0,95.0,8.0,76.0,5.0,0.7
20201007,47.0,90.0,11.0,77.0,4.0,0.7
20201007,47.0,88.0,14.0,75.0,5.0,0.8
20201007,52.0,105.0,15.0,74.0,7.0,0.9
20201007,57.0,105.0,16.0,73.0,13.0,0.7
20201007,53.0,104.0,14.0,58.0,30.0,0.6
20201007,61.0,98.0,,45.0,50.0,0.6
20201007,76.0,102.0,20.0,,64.0,0.7
20201007,45.0,78.0,15.0,33.0,,0.6
20201007,47.0,80.0,13.0,36.0,73.0,
20201007,47.0,39.0,9.0,26.0,92.0,0.5
20201007,,,12.0,39.0,87.0,0.7
20201007,,,,,,
20201007,45.0,76.0,14.0,55.0,72.0,0.8
20201007,52.0,84.0,15.0,58.0,68.0,0.9
20201007,83.0,95.0,18.0,52.0,79.0,1.0
20201007,59.0,87.0,18.0,45.0,86.0,0.8
20201007,76.0,93.0,19.0,49.0,68.0,1.0
20201007,71.0,90.0,19.0,56.0,55.0,1.1
20201008,65.0,88.0,20.0,44.0,75.0,0.8
20201008,58.0,86.0,15.0,40.0,66.0,0.9
20201008,62.0,97.0,11.0,67.0,27.0,1.0
20201008,96.0,140.0,16.0,97.0,5.0,1.2
20201008,101.0,131.0,16.0,92.0,5.0,1.3
20201008,80.0,133.0,16.0,86.0,5.0,1.4
